,Unnamed: 0,Region,Municipality,Construction Materials,Total Occupied Housing Units,Roof: Galvanized iron/aluminum,Roof: Tile/concrete/clay tile,Roof: Half galvanized iron and half concrete,Roof: Bamboo/cogon/ nipa/anahaw,Roof: Asbestos,Roof:Makeshift/ salvaged/ improvised materials,Roof:Trapal,Roof: Others,Roof: Not Reported,coordinates,Latitude,Longitude,Distance,Material Categories,Elevation
133,133,NATIONAL CAPITAL REGION,CITY OF NAVOTAS,Half concrete/brick/stone and half wood,10819.0,8304.0,138.0,2364.0,2.0,4.0,7.0,,,,"[14.6571862, 120.9479692]",14.6571862,120.9479692,-1.0,Mixed,6.0
134,134,NATIONAL CAPITAL REGION,CITY OF NAVOTAS,Galvanized iron/aluminum,103.0,95.0,1.0,3.0,3.0,,,1.0,,,"[14.6571862, 120.9479692]",14.6571862,120.9479692,-1.0,Metal,6.0
135,135,NATIONAL CAPITAL REGION,CITY OF NAVOTAS,Bamboo/sawali/cogon/nipa,130.0,37.0,,1.0,67.0,,5.0,20.0,,,"[14.6571862, 120.9479692]",14.6571862,120.9479692,-1.0,Traditional,6.0
136,136,NATIONAL CAPITAL REGION,CITY OF NAVOTAS,Asbestos,4.0,4.0,,,,,,,,,"[14.6571862, 120.9479692]",14.6571862,120.9479692,-1.0,Makeshift/none,6.0
137,137,NATIONAL CAPITAL REGION,CITY OF NAVOTAS,Glass,,,,,,,,,,,"[14.6571862, 120.9479692]",14.6571862,120.9479692,-1.0,Mixed,6.0
138,138,NATIONAL CAPITAL REGION,CITY OF NAVOTAS,Makeshift/salvaged/improvised materials,149.0,31.0,,1.0,1.0,,99.0,17.0,,,"[14.6571862, 120.9479692]",14.6571862,120.9479692,-1.0,Makeshift/none,6.0
139,139,NATIONAL CAPITAL REGION,CITY OF NAVOTAS,Trapal,184.0,15.0,,,1.0,,10.0,158.0,,,"[14.6571862, 120.9479692]",14.6571862,120.9479692,-1.0,Makeshift/none,6.0
140,140,NATIONAL CAPITAL REGION,CITY OF NAVOTAS,Others,21.0,6.0,,,,,,1.0,14.0,,"[14.6571862, 120.9479692]",14.6571862,120.9479692,-1.0,Others,6.0
141,141,NATIONAL CAPITAL REGION,CITY OF NAVOTAS,No walls,,,,,,,,,,,"[14.6571862, 120.9479692]",14.6571862,120.9479692,-1.0,Makeshift/none,6.0
142,142,NATIONAL CAPITAL REGION,CITY OF NAVOTAS,Not Reported,40.0,33.0,,7.0,,,,,,,"[14.6571862, 120.9479692]",14.6571862,120.9479692,-1.0,Not reported,6.0
143,143,NATIONAL CAPITAL REGION,CITY OF VALENZUELA,Total,147161.0,122386.0,12074.0,12236.0,174.0,19.0,197.0,64.0,11.0,,"[14.6916903, 120.9694534]",14.6916903,120.9694534,-5.0,Total,13.0
144,144,NATIONAL CAPITAL REGION,CITY OF VALENZUELA,Concrete/brick/stone,113301.0,100050.0,10890.0,2322.0,6.0,17.0,5.0,6.0,5.0,,"[14.6916903, 120.9694534]",14.6916903,120.9694534,-5.0,Concrete,13.0
145,145,NATIONAL CAPITAL REGION,CITY OF VALENZUELA,Wood,12027.0,10619.0,272.0,989.0,60.0,2.0,55.0,28.0,2.0,,"[14.6916903, 120.9694534]",14.6916903,120.9694534,-5.0,Wood,13.0
146,146,NATIONAL CAPITAL REGION,CITY OF VALENZUELA,Half concrete/brick/stone and half wood,20472.0,10797.0,825.0,8818.0,12.0,,15.0,3.0,2.0,,"[14.6916903, 120.9694534]",14.6916903,120.9694534,-5.0,Mixed,13.0
147,147,NATIONAL CAPITAL REGION,CITY OF VALENZUELA,Galvanized iron/aluminum,886.0,697.0,86.0,95.0,7.0,,,,1.0,,"[14.6916903, 120.9694534]",14.6916903,120.9694534,-5.0,Metal,13.0
148,148,NATIONAL CAPITAL REGION,CITY OF VALENZUELA,Bamboo/sawali/cogon/nipa,116.0,23.0,,5.0,87.0,,1.0,,,,"[14.6916903, 120.9694534]",14.6916903,120.9694534,-5.0,Traditional,13.0
149,149,NATIONAL CAPITAL REGION,CITY OF VALENZUELA,Asbestos,2.0,2.0,,,,,,,,,"[14.6916903, 120.9694534]",14.6916903,120.9694534,-5.0,Makeshift/none,13.0
150,150,NATIONAL CAPITAL REGION,CITY OF VALENZUELA,Glass,,,,,,,,,,,"[14.6916903, 120.9694534]",14.6916903,120.9694534,-5.0,Mixed,13.0
151,151,NATIONAL CAPITAL REGION,CITY OF VALENZUELA,Makeshift/salvaged/improvised materials,206.0,80.0,,4.0,2.0,,116.0,4.0,,,"[14.6916903, 120.9694534]",14.6916903,120.9694534,-5.0,Makeshift/none,13.0
152,152,NATIONAL CAPITAL REGION,CITY OF VALENZUELA,Trapal,34.0,7.0,,,,,5.0,22.0,,,"[14.6916903, 120.9694534]",14.6916903,120.9694534,-5.0,Makeshift/none,13.0
153,153,NATIONAL CAPITAL REGION,CITY OF VALENZUELA,Others,4.0,3.0,,,,,,,1.0,,"[14.6916903, 120.9694534]",14.6916903,120.9694534,-5.0,Others,13.0
154,154,NATIONAL CAPITAL REGION,CITY OF VALENZUELA,No walls,2.0,1.0,,,,,,1.0,,,"[14.6916903, 120.9694534]",14.6916903,120.9694534,-5.0,Makeshift/none,13.0
155,155,NATIONAL CAPITAL REGION,CITY OF VALENZUELA,Not Reported,111.0,107.0,1.0,3.0,,,,,,,"[14.6916903, 120.9694534]",14.6916903,120.9694534,-5.0,Not reported,13.0
156,156,NATIONAL CAPITAL REGION,CITY OF LAS PIÑAS,Total,137897.0,121676.0,5823.0,8739.0,812.0,139.0,433.0,196.0,78.0,1.0,"[14.4809012, 120.9817861]",14.4809012,120.9817861,-2.0,Total,6.0
157,157,NATIONAL CAPITAL REGION,CITY OF LAS PIÑAS,Concrete/brick/stone,102353.0,95634.0,5015.0,1544.0,38.0,100.0,3.0,13.0,6.0,,"[14.4809012, 120.9817861]",14.4809012,120.9817861,-2.0,Concrete,6.0
158,158,NATIONAL CAPITAL REGION,CITY OF LAS PIÑAS,Wood,16335.0,13805.0,595.0,1245.0,479.0,16.0,90.0,37.0,68.0,,"[14.4809012, 120.9817861]",14.4809012,120.9817861,-2.0,Wood,6.0
159,159,NATIONAL CAPITAL REGION,CITY OF LAS PIÑAS,Half concrete/brick/stone and half wood,17358.0,11245.0,187.0,5837.0,32.0,21.0,28.0,7.0,1.0,,"[14.4809012, 120.9817861]",14.4809012,120.9817861,-2.0,Mixed,6.0
160,160,NATIONAL CAPITAL REGION,CITY OF LAS PIÑAS,Galvanized iron/aluminum,884.0,756.0,25.0,76.0,23.0,,4.0,,,,"[14.4809012, 120.9817861]",14.4809012,120.9817861,-2.0,Metal,6.0
161,161,NATIONAL CAPITAL REGION,CITY OF LAS PIÑAS,Bamboo/sawali/cogon/nipa,339.0,81.0,,8.0,229.0,,12.0,9.0,,,"[14.4809012, 120.9817861]",14.4809012,120.9817861,-2.0,Traditional,6.0
162,162,NATIONAL CAPITAL REGION,CITY OF LAS PIÑAS,Asbestos,3.0,2.0,,,,1.0,,,,,"[14.4809012, 120.9817861]",14.4809012,120.9817861,-2.0,Makeshift/none,6.0
163,163,NATIONAL CAPITAL REGION,CITY OF LAS PIÑAS,Glass,13.0,9.0,1.0,3.0,,,,,,,"[14.4809012, 120.9817861]",14.4809012,120.9817861,-2.0,Mixed,6.0
164,164,NATIONAL CAPITAL REGION,CITY OF LAS PIÑAS,Makeshift/salvaged/improvised materials,367.0,63.0,,3.0,8.0,,287.0,6.0,,,"[14.4809012, 120.9817861]",14.4809012,120.9817861,-2.0,Makeshift/none,6.0
165,165,NATIONAL CAPITAL REGION,CITY OF LAS PIÑAS,Trapal,130.0,16.0,,,3.0,,7.0,104.0,,,"[14.4809012, 120.9817861]",14.4809012,120.9817861,-2.0,Makeshift/none,6.0
166,166,NATIONAL CAPITAL REGION,CITY OF LAS PIÑAS,Others,13.0,10.0,,,,,,,3.0,,"[14.4809012, 120.9817861]",14.4809012,120.9817861,-2.0,Others,6.0
167,167,NATIONAL CAPITAL REGION,CITY OF LAS PIÑAS,No walls,34.0,11.0,,1.0,,,2.0,20.0,,,"[14.4809012, 120.9817861]",14.4809012,120.9817861,-2.0,Makeshift/none,6.0
168,168,NATIONAL CAPITAL REGION,CITY OF LAS PIÑAS,Not Reported,68.0,44.0,,22.0,,1.0,,,,1.0,"[14.4809012, 120.9817861]",14.4809012,120.9817861,-2.0,Not reported,6.0
169,169,NATIONAL CAPITAL REGION,CITY OF MAKATI,Total,148430.0,113539.0,24048.0,10219.0,76.0,154.0,145.0,160.0,86.0,3.0,"[14.5567949, 121.0211226]",14.5567949,121.0211226,-5.0,Total,23.0
170,170,NATIONAL CAPITAL REGION,CITY OF MAKATI,Concrete/brick/stone,114232.0,89704.0,22716.0,1665.0,,130.0,1.0,2.0,14.0,,"[14.5567949, 121.0211226]",14.5567949,121.0211226,-5.0,Concrete,23.0
171,171,NATIONAL CAPITAL REGION,CITY OF MAKATI,Wood,9183.0,7784.0,323.0,925.0,31.0,13.0,24.0,18.0,65.0,,"[14.5567949, 121.0211226]",14.5567949,121.0211226,-5.0,Wood,23.0
172,172,NATIONAL CAPITAL REGION,CITY OF MAKATI,Half concrete/brick/stone and half wood,24279.0,15694.0,984.0,7578.0,4.0,,12.0,7.0,,,"[14.5567949, 121.0211226]",14.5567949,121.0211226,-5.0,Mixed,23.0
173,173,NATIONAL CAPITAL REGION,CITY OF MAKATI,Galvanized iron/aluminum,329.0,276.0,9.0,41.0,1.0,,,2.0,,,"[14.5567949, 121.0211226]",14.5567949,121.0211226,-5.0,Metal,23.0
174,174,NATIONAL CAPITAL REGION,CITY OF MAKATI,Bamboo/sawali/cogon/nipa,27.0,3.0,,,20.0,,3.0,1.0,,,"[14.5567949, 121.0211226]",14.5567949,121.0211226,-5.0,Traditional,23.0
175,175,NATIONAL CAPITAL REGION,CITY OF MAKATI,Asbestos,5.0,2.0,,,,3.0,,,,,"[14.5567949, 121.0211226]",14.5567949,121.0211226,-5.0,Makeshift/none,23.0
176,176,NATIONAL CAPITAL REGION,CITY OF MAKATI,Glass,28.0,7.0,13.0,,,8.0,,,,,"[14.5567949, 121.0211226]",14.5567949,121.0211226,-5.0,Mixed,23.0
177,177,NATIONAL CAPITAL REGION,CITY OF MAKATI,Makeshift/salvaged/improvised materials,124.0,16.0,,,,,93.0,15.0,,,"[14.5567949, 121.0211226]",14.5567949,121.0211226,-5.0,Makeshift/none,23.0
178,178,NATIONAL CAPITAL REGION,CITY OF MAKATI,Trapal,136.0,2.0,,,20.0,,11.0,103.0,,,"[14.5567949, 121.0211226]",14.5567949,121.0211226,-5.0,Makeshift/none,23.0
179,179,NATIONAL CAPITAL REGION,CITY OF MAKATI,Others,14.0,4.0,2.0,3.0,,,,1.0,4.0,,"[14.5567949, 121.0211226]",14.5567949,121.0211226,-5.0,Others,23.0
180,180,NATIONAL CAPITAL REGION,CITY OF MAKATI,No walls,19.0,4.0,,,,,1.0,11.0,3.0,,"[14.5567949, 121.0211226]",14.5567949,121.0211226,-5.0,Makeshift/none,23.0
181,181,NATIONAL CAPITAL REGION,CITY OF MAKATI,Not Reported,54.0,43.0,1.0,7.0,,,,,,3.0,"[14.5567949, 121.0211226]",14.5567949,121.0211226,-5.0,Not reported,23.0
182,182,NATIONAL CAPITAL REGION,CITY OF MUNTINLUPA,Total,115515.0,96576.0,7926.0,8975.0,1072.0,104.0,390.0,314.0,156.0,2.0,"[14.3892634, 121.0449101]",14.3892634,121.0449101,-13.0,Total,16.0
183,183,NATIONAL CAPITAL REGION,CITY OF MUNTINLUPA,Concrete/brick/stone,77579.0,68466.0,7173.0,1784.0,33.0,74.0,5.0,5.0,39.0,,"[14.3892634, 121.0449101]",14.3892634,121.0449101,-13.0,Concrete,16.0
184,184,NATIONAL CAPITAL REGION,CITY OF MUNTINLUPA,Wood,16442.0,13478.0,431.0,1572.0,641.0,19.0,124.0,69.0,108.0,,"[14.3892634, 121.0449101]",14.3892634,121.0449101,-13.0,Wood,16.0
185,185,NATIONAL CAPITAL REGION,CITY OF MUNTINLUPA,Half concrete/brick/stone and half wood,19598.0,13678.0,307.0,5431.0,127.0,5.0,46.0,4.0,,,"[14.3892634, 121.0449101]",14.3892634,121.0449101,-13.0,Mixed,16.0
186,186,NATIONAL CAPITAL REGION,CITY OF MUNTINLUPA,Galvanized iron/aluminum,866.0,676.0,8.0,173.0,9.0,,,,,,"[14.3892634, 121.0449101]",14.3892634,121.0449101,-13.0,Metal,16.0
187,187,NATIONAL CAPITAL REGION,CITY OF MUNTINLUPA,Bamboo/sawali/cogon/nipa,375.0,94.0,,6.0,257.0,,11.0,7.0,,,"[14.3892634, 121.0449101]",14.3892634,121.0449101,-13.0,Traditional,16.0
188,188,NATIONAL CAPITAL REGION,CITY OF MUNTINLUPA,Asbestos,13.0,5.0,,2.0,,6.0,,,,,"[14.3892634, 121.0449101]",14.3892634,121.0449101,-13.0,Makeshift/none,16.0
189,189,NATIONAL CAPITAL REGION,CITY OF MUNTINLUPA,Glass,3.0,3.0,,,,,,,,,"[14.3892634, 121.0449101]",14.3892634,121.0449101,-13.0,Mixed,16.0
190,190,NATIONAL CAPITAL REGION,CITY OF MUNTINLUPA,Makeshift/salvaged/improvised materials,304.0,64.0,,3.0,2.0,,199.0,36.0,,,"[14.3892634, 121.0449101]",14.3892634,121.0449101,-13.0,Makeshift/none,16.0
191,191,NATIONAL CAPITAL REGION,CITY OF MUNTINLUPA,Trapal,214.0,22.0,,,2.0,,5.0,185.0,,,"[14.3892634, 121.0449101]",14.3892634,121.0449101,-13.0,Makeshift/none,16.0
192,192,NATIONAL CAPITAL REGION,CITY OF MUNTINLUPA,Others,10.0,2.0,,,1.0,,,2.0,5.0,,"[14.3892634, 121.0449101]",14.3892634,121.0449101,-13.0,Others,16.0
193,193,NATIONAL CAPITAL REGION,CITY OF MUNTINLUPA,No walls,15.0,7.0,1.0,,,,,6.0,1.0,,"[14.3892634, 121.0449101]",14.3892634,121.0449101,-13.0,Makeshift/none,16.0
194,194,NATIONAL CAPITAL REGION,CITY OF MUNTINLUPA,Not Reported,96.0,81.0,6.0,4.0,,,,,3.0,2.0,"[14.3892634, 121.0449101]",14.3892634,121.0449101,-13.0,Not reported,16.0
195,195,NATIONAL CAPITAL REGION,CITY OF PARAÑAQUE,Total,159587.0,133074.0,11422.0,13601.0,354.0,159.0,582.0,149.0,229.0,17.0,"[14.5008116, 120.9915327]",14.5008116,120.9915327,-2.0,Total,5.0
196,196,NATIONAL CAPITAL REGION,CITY OF PARAÑAQUE,Concrete/brick/stone,100847.0,88055.0,9723.0,2910.0,6.0,126.0,11.0,8.0,8.0,,"[14.5008116, 120.9915327]",14.5008116,120.9915327,-2.0,Concrete,5.0
197,197,NATIONAL CAPITAL REGION,CITY OF PARAÑAQUE,Wood,22158.0,18792.0,1058.0,1767.0,180.0,12.0,173.0,41.0,135.0,,"[14.5008116, 120.9915327]",14.5008116,120.9915327,-2.0,Wood,5.0
198,198,NATIONAL CAPITAL REGION,CITY OF PARAÑAQUE,Half concrete/brick/stone and half wood,34787.0,25246.0,607.0,8789.0,79.0,5.0,22.0,1.0,38.0,,"[14.5008116, 120.9915327]",14.5008116,120.9915327,-2.0,Mixed,5.0
199,199,NATIONAL CAPITAL REGION,CITY OF PARAÑAQUE,Galvanized iron/aluminum,864.0,751.0,12.0,99.0,1.0,,1.0,,,,"[14.5008116, 120.9915327]",14.5008116,120.9915327,-2.0,Metal,5.0
200,200,NATIONAL CAPITAL REGION,CITY OF PARAÑAQUE,Bamboo/sawali/cogon/nipa,124.0,28.0,,7.0,85.0,,4.0,,,,"[14.5008116, 120.9915327]",14.5008116,120.9915327,-2.0,Traditional,5.0
201,201,NATIONAL CAPITAL REGION,CITY OF PARAÑAQUE,Asbestos,26.0,7.0,,3.0,,16.0,,,,,"[14.5008116, 120.9915327]",14.5008116,120.9915327,-2.0,Makeshift/none,5.0
202,202,NATIONAL CAPITAL REGION,CITY OF PARAÑAQUE,Glass,43.0,11.0,15.0,17.0,,,,,,,"[14.5008116, 120.9915327]",14.5008116,120.9915327,-2.0,Mixed,5.0
203,203,NATIONAL CAPITAL REGION,CITY OF PARAÑAQUE,Makeshift/salvaged/improvised materials,471.0,104.0,,1.0,2.0,,352.0,10.0,,2.0,"[14.5008116, 120.9915327]",14.5008116,120.9915327,-2.0,Makeshift/none,5.0
204,204,NATIONAL CAPITAL REGION,CITY OF PARAÑAQUE,Trapal,111.0,12.0,,,1.0,,9.0,88.0,1.0,,"[14.5008116, 120.9915327]",14.5008116,120.9915327,-2.0,Makeshift/none,5.0
205,205,NATIONAL CAPITAL REGION,CITY OF PARAÑAQUE,Others,65.0,15.0,,,,,2.0,1.0,47.0,,"[14.5008116, 120.9915327]",14.5008116,120.9915327,-2.0,Others,5.0
206,206,NATIONAL CAPITAL REGION,CITY OF PARAÑAQUE,No walls,17.0,12.0,,,,,5.0,,,,"[14.5008116, 120.9915327]",14.5008116,120.9915327,-2.0,Makeshift/none,5.0
207,207,NATIONAL CAPITAL REGION,CITY OF PARAÑAQUE,Not Reported,74.0,41.0,7.0,8.0,,,3.0,,,15.0,"[14.5008116, 120.9915327]",14.5008116,120.9915327,-2.0,Not reported,5.0
208,208,NATIONAL CAPITAL REGION,PASAY CITY,Total,101557.0,83086.0,6153.0,11949.0,,,95.0,240.0,34.0,,"[14.5538309, 120.99354847792208]",14.5538309,120.99354847792208,-2.0,Total,8.0
209,209,NATIONAL CAPITAL REGION,PASAY CITY,Concrete/brick/stone,54146.0,47787.0,4644.0,1712.0,,,,3.0,,,"[14.5538309, 120.99354847792208]",14.5538309,120.99354847792208,-2.0,Concrete,8.0
210,210,NATIONAL CAPITAL REGION,PASAY CITY,Wood,14093.0,11579.0,696.0,1793.0,,,8.0,17.0,,,"[14.5538309, 120.99354847792208]",14.5538309,120.99354847792208,-2.0,Wood,8.0
211,211,NATIONAL CAPITAL REGION,PASAY CITY,Half concrete/brick/stone and half wood,32635.0,23409.0,800.0,8419.0,,,7.0,,,,"[14.5538309, 120.99354847792208]",14.5538309,120.99354847792208,-2.0,Mixed,8.0
212,212,NATIONAL CAPITAL REGION,PASAY CITY,Galvanized iron/aluminum,197.0,159.0,13.0,25.0,,,,,,,"[14.5538309, 120.99354847792208]",14.5538309,120.99354847792208,-2.0,Metal,8.0
213,213,NATIONAL CAPITAL REGION,PASAY CITY,Bamboo/sawali/cogon/nipa,,,,,,,,,,,"[14.5538309, 120.99354847792208]",14.5538309,120.99354847792208,-2.0,Traditional,8.0
214,214,NATIONAL CAPITAL REGION,PASAY CITY,Asbestos,,,,,,,,,,,"[14.5538309, 120.99354847792208]",14.5538309,120.99354847792208,-2.0,Makeshift/none,8.0
215,215,NATIONAL CAPITAL REGION,PASAY CITY,Glass,,,,,,,,,,,"[14.5538309, 120.99354847792208]",14.5538309,120.99354847792208,-2.0,Mixed,8.0
216,216,NATIONAL CAPITAL REGION,PASAY CITY,Makeshift/salvaged/improvised materials,186.0,98.0,,,,,77.0,11.0,,,"[14.5538309, 120.99354847792208]",14.5538309,120.99354847792208,-2.0,Makeshift/none,8.0
217,217,NATIONAL CAPITAL REGION,PASAY CITY,Trapal,201.0,11.0,,,,,3.0,187.0,,,"[14.5538309, 120.99354847792208]",14.5538309,120.99354847792208,-2.0,Makeshift/none,8.0
218,218,NATIONAL CAPITAL REGION,PASAY CITY,Others,7.0,,,,,,,7.0,,,"[14.5538309, 120.99354847792208]",14.5538309,120.99354847792208,-2.0,Others,8.0
219,219,NATIONAL CAPITAL REGION,PASAY CITY,No walls,47.0,,,,,,,15.0,32.0,,"[14.5538309, 120.99354847792208]",14.5538309,120.99354847792208,-2.0,Makeshift/none,8.0
220,220,NATIONAL CAPITAL REGION,PASAY CITY,Not Reported,45.0,43.0,,,,,,,2.0,,"[14.5538309, 120.99354847792208]",14.5538309,120.99354847792208,-2.0,Not reported,8.0
221,221,NATIONAL CAPITAL REGION,PATEROS,Total,13393.0,10860.0,956.0,1412.0,68.0,,97.0,,,,"[14.5447555, 121.067134]",14.5447555,121.067134,-9.0,Total,7.0
222,222,NATIONAL CAPITAL REGION,PATEROS,Concrete/brick/stone,8445.0,7735.0,587.0,117.0,2.0,,4.0,,,,"[14.5447555, 121.067134]",14.5447555,121.067134,-9.0,Concrete,7.0
223,223,NATIONAL CAPITAL REGION,PATEROS,Wood,1824.0,1400.0,154.0,132.0,64.0,,74.0,,,,"[14.5447555, 121.067134]",14.5447555,121.067134,-9.0,Wood,7.0
224,224,NATIONAL CAPITAL REGION,PATEROS,Half concrete/brick/stone and half wood,3076.0,1699.0,214.0,1159.0,2.0,,2.0,,,,"[14.5447555, 121.067134]",14.5447555,121.067134,-9.0,Mixed,7.0
225,225,NATIONAL CAPITAL REGION,PATEROS,Galvanized iron/aluminum,11.0,7.0,1.0,3.0,,,,,,,"[14.5447555, 121.067134]",14.5447555,121.067134,-9.0,Metal,7.0
226,226,NATIONAL CAPITAL REGION,PATEROS,Bamboo/sawali/cogon/nipa,2.0,,,1.0,,,1.0,,,,"[14.5447555, 121.067134]",14.5447555,121.067134,-9.0,Traditional,7.0
227,227,NATIONAL CAPITAL REGION,PATEROS,Asbestos,,,,,,,,,,,"[14.5447555, 121.067134]",14.5447555,121.067134,-9.0,Makeshift/none,7.0
228,228,NATIONAL CAPITAL REGION,PATEROS,Glass,,,,,,,,,,,"[14.5447555, 121.067134]",14.5447555,121.067134,-9.0,Mixed,7.0
229,229,NATIONAL CAPITAL REGION,PATEROS,Makeshift/salvaged/improvised materials,29.0,13.0,,,,,16.0,,,,"[14.5447555, 121.067134]",14.5447555,121.067134,-9.0,Makeshift/none,7.0
230,230,NATIONAL CAPITAL REGION,PATEROS,Trapal,,,,,,,,,,,"[14.5447555, 121.067134]",14.5447555,121.067134,-9.0,Makeshift/none,7.0
231,231,NATIONAL CAPITAL REGION,PATEROS,Others,1.0,1.0,,,,,,,,,"[14.5447555, 121.067134]",14.5447555,121.067134,-9.0,Others,7.0
232,232,NATIONAL CAPITAL REGION,PATEROS,No walls,,,,,,,,,,,"[14.5447555, 121.067134]",14.5447555,121.067134,-9.0,Makeshift/none,7.0
233,233,NATIONAL CAPITAL REGION,PATEROS,Not Reported,5.0,5.0,,,,,,,,,"[14.5447555, 121.067134]",14.5447555,121.067134,-9.0,Not reported,7.0
234,234,NATIONAL CAPITAL REGION,TAGUIG CITY,Total,192862.0,155086.0,23358.0,12263.0,802.0,386.0,529.0,260.0,157.0,21.0,"[14.5270538, 121.0744942]",14.5270538,121.0744942,-9.0,Total,6.0
235,235,NATIONAL CAPITAL REGION,TAGUIG CITY,Concrete/brick/stone,144743.0,119862.0,21746.0,2920.0,13.0,90.0,5.0,3.0,104.0,,"[14.5270538, 121.0744942]",14.5270538,121.0744942,-9.0,Concrete,6.0
236,236,NATIONAL CAPITAL REGION,TAGUIG CITY,Wood,22807.0,18520.0,1001.0,2097.0,593.0,158.0,223.0,186.0,29.0,,"[14.5270538, 121.0744942]",14.5270538,121.0744942,-9.0,Wood,6.0
237,237,NATIONAL CAPITAL REGION,TAGUIG CITY,Half concrete/brick/stone and half wood,23154.0,15203.0,573.0,7165.0,37.0,137.0,15.0,5.0,19.0,,"[14.5270538, 121.0744942]",14.5270538,121.0744942,-9.0,Mixed,6.0
238,238,NATIONAL CAPITAL REGION,TAGUIG CITY,Galvanized iron/aluminum,1036.0,933.0,28.0,62.0,10.0,,2.0,,1.0,,"[14.5270538, 121.0744942]",14.5270538,121.0744942,-9.0,Metal,6.0
239,239,NATIONAL CAPITAL REGION,TAGUIG CITY,Bamboo/sawali/cogon/nipa,180.0,29.0,,4.0,144.0,,3.0,,,,"[14.5270538, 121.0744942]",14.5270538,121.0744942,-9.0,Traditional,6.0
240,240,NATIONAL CAPITAL REGION,TAGUIG CITY,Asbestos,5.0,4.0,,,,1.0,,,,,"[14.5270538, 121.0744942]",14.5270538,121.0744942,-9.0,Makeshift/none,6.0
241,241,NATIONAL CAPITAL REGION,TAGUIG CITY,Glass,6.0,3.0,3.0,,,,,,,,"[14.5270538, 121.0744942]",14.5270538,121.0744942,-9.0,Mixed,6.0
242,242,NATIONAL CAPITAL REGION,TAGUIG CITY,Makeshift/salvaged/improvised materials,578.0,291.0,,3.0,4.0,,271.0,8.0,1.0,,"[14.5270538, 121.0744942]",14.5270538,121.0744942,-9.0,Makeshift/none,6.0
243,243,NATIONAL CAPITAL REGION,TAGUIG CITY,Trapal,95.0,28.0,,,1.0,,10.0,56.0,,,"[14.5270538, 121.0744942]",14.5270538,121.0744942,-9.0,Makeshift/none,6.0
244,244,NATIONAL CAPITAL REGION,TAGUIG CITY,Others,17.0,13.0,,1.0,,,,,3.0,,"[14.5270538, 121.0744942]",14.5270538,121.0744942,-9.0,Others,6.0
245,245,NATIONAL CAPITAL REGION,TAGUIG CITY,No walls,18.0,13.0,3.0,,,,,2.0,,,"[14.5270538, 121.0744942]",14.5270538,121.0744942,-9.0,Makeshift/none,6.0
246,246,NATIONAL CAPITAL REGION,TAGUIG CITY,Not Reported,223.0,187.0,4.0,11.0,,,,,,21.0,"[14.5270538, 121.0744942]",14.5270538,121.0744942,-9.0,Not reported,6.0
247,247,CORDILLERA ADMINISTRATIVE REGION,REGIONAL,Total,390923.0,352666.0,18620.0,9088.0,9936.0,32.0,285.0,233.0,53.0,10.0,,,,,Total,
248,248,CORDILLERA ADMINISTRATIVE REGION,REGIONAL,Concrete/brick/stone,183328.0,163259.0,17511.0,2374.0,139.0,23.0,7.0,2.0,13.0,,,,,,Concrete,
249,249,CORDILLERA ADMINISTRATIVE REGION,REGIONAL,Wood,58737.0,54381.0,183.0,568.0,3524.0,3.0,32.0,21.0,23.0,2.0,,,,,Wood,
250,250,CORDILLERA ADMINISTRATIVE REGION,REGIONAL,Half concrete/brick/stone and half wood,61483.0,55026.0,767.0,5484.0,196.0,3.0,7.0,,,,,,,,Mixed,
251,251,CORDILLERA ADMINISTRATIVE REGION,REGIONAL,Galvanized iron/aluminum,63005.0,62212.0,154.0,433.0,195.0,1.0,6.0,3.0,1.0,,,,,,Metal,
252,252,CORDILLERA ADMINISTRATIVE REGION,REGIONAL,Bamboo/sawali/cogon/nipa,21087.0,15068.0,,202.0,5756.0,,22.0,32.0,7.0,,,,,,Traditional,
253,253,CORDILLERA ADMINISTRATIVE REGION,REGIONAL,Asbestos,84.0,82.0,,,,2.0,,,,,,,,,Makeshift/none,
254,254,CORDILLERA ADMINISTRATIVE REGION,REGIONAL,Glass,35.0,29.0,3.0,3.0,,,,,,,,,,,Mixed,
255,255,CORDILLERA ADMINISTRATIVE REGION,REGIONAL,Makeshift/salvaged/improvised materials,749.0,453.0,,6.0,75.0,,208.0,7.0,,,,,,,Makeshift/none,
256,256,CORDILLERA ADMINISTRATIVE REGION,REGIONAL,Trapal,285.0,97.0,,,21.0,,3.0,163.0,,1.0,,,,,Makeshift/none,
257,257,CORDILLERA ADMINISTRATIVE REGION,REGIONAL,Others,1553.0,1524.0,1.0,9.0,8.0,,,4.0,7.0,,,,,,Others,
258,258,CORDILLERA ADMINISTRATIVE REGION,REGIONAL,No walls,35.0,14.0,,,20.0,,,1.0,,,,,,,Makeshift/none,
259,259,CORDILLERA ADMINISTRATIVE REGION,REGIONAL,Not Reported,542.0,521.0,1.0,9.0,2.0,,,,2.0,7.0,,,,,Not reported,
260,260,CORDILLERA ADMINISTRATIVE REGION,ABRA,Total,51593.0,48708.0,281.0,1068.0,1508.0,,12.0,9.0,7.0,,"[17.583333, 120.75]",17.583333,120.75,-36.0,Total,87.0
261,261,CORDILLERA ADMINISTRATIVE REGION,ABRA,Concrete/brick/stone,29038.0,28627.0,255.0,133.0,22.0,,1.0,,,,"[17.583333, 120.75]",17.583333,120.75,-36.0,Concrete,87.0
